2010-0769,CWE-264
2010-3182,CWE-264
2008-5225,CWE-79
2013-0580,CWE-352
2010-4158,CWE-17
2012-3451,CWE-399
2007-1054,CWE-79
2006-1125,CWE-200
2002-0842,CWE-200
2014-9343,CWE-79
2006-2382,CWE-119
2012-4083,CWE-20
2006-3910,CWE-17
2006-6436,CWE-79
2002-0063,CWE-119
2002-0676,CWE-17
2005-3259,CWE-89
2012-3218,NA
2002-2140,CWE-20
2011-2695,CWE-17
2000-0326,CWE-200
2003-1311,CWE-79
2015-1899,CWE-20
2012-5138,CWE-17
2015-2172,CWE-264
2008-0930,CWE-264
2011-0640,CWE-17
2007-6145,CWE-255
2010-2603,CWE-255
2008-5057,NA
2006-5638,CWE-89
2012-1154,CWE-200
2012-5889,CWE-79
2014-5547,CWE-310
2013-1993,CWE-119
2010-0180,CWE-200
2014-2350,CWE-287
2010-4456,NA
2006-2739,CWE-94
2011-2359,CWE-17
2007-4643,CWE-134
2014-4632,CWE-310
2004-1170,CWE-89
2012-0695,CWE-17
2014-0961,CWE-352
2013-1591,CWE-16
2007-5298,CWE-94
2012-0163,CWE-17
2014-2357,CWE-20
2012-0299,CWE-255
2004-0703,CWE-264
2008-3374,CWE-89
2014-4199,CWE-264
2012-6153,CWE-16
2009-2737,CWE-264
2014-2138,CWE-79
2006-0084,CWE-79
2008-5552,CWE-16
2009-2196,CWE-79
2013-6378,CWE-17
2008-6081,CWE-89
2015-6692,CWE-119
2014-4522,CWE-79
2007-5938,CWE-17
2015-8436,CWE-119
2012-6045,CWE-79
2012-1995,CWE-255
2012-0641,CWE-79
2002-0767,CWE-264
2014-7121,CWE-310
2011-2830,CWE-17
2012-3105,CWE-17
2000-1145,CWE-264
2009-4295,CWE-255
2012-3240,CWE-264
2013-4986,CWE-119
2013-0086,CWE-17
2015-1352,CWE-20
2004-1391,CWE-264
2010-2636,CWE-79
2009-0815,CWE-20
1999-0046,CWE-264
2011-4827,CWE-79
2009-0745,CWE-17
2009-4055,CWE-20
2007-1078,CWE-94
2007-1884,CWE-119
2015-2431,CWE-119
2006-4580,CWE-264
2004-1651,CWE-79
2006-4042,CWE-89
2005-1945,CWE-79
2007-1525,CWE-94
2009-2515,CWE-264
2002-0362,CWE-119
2013-1231,CWE-287
2011-3150,CWE-310
1999-0232,CWE-134
2002-1098,CWE-310
2008-0212,CWE-20
2006-3885,CWE-22
2013-4498,CWE-264
2012-3918,CWE-20
2012-4491,CWE-264
2011-3436,CWE-255
2011-5003,CWE-119
2008-2955,CWE-20
2013-0778,CWE-17
2004-0132,CWE-94
2005-3461,NA
2010-4984,CWE-89
2011-0206,CWE-119
2011-1556,CWE-89
1999-0410,CWE-264
2009-3248,CWE-352
2010-1488,CWE-17
2008-1964,CWE-119
2008-2131,CWE-79
2007-1531,CWE-20
2006-6845,CWE-79
2014-9575,CWE-77
2015-3228,CWE-119
2011-4006,CWE-20
2008-7081,CWE-264
2015-4676,CWE-89
1999-1218,CWE-264
2008-3142,CWE-119
2001-1181,CWE-264
2015-3722,CWE-287
2007-6461,CWE-79
2012-2094,CWE-79
2013-2230,CWE-20
2008-7096,CWE-255
2014-1264,CWE-264
2012-1754,NA
2003-0045,CWE-399
2002-0367,CWE-264
1999-0110,NA
2016-0854,CWE-94
2008-3354,CWE-94
2005-0599,CWE-20
2014-9249,CWE-200
2011-2197,CWE-79
2008-6492,NA
2002-0691,CWE-79
2007-0884,CWE-134
2007-1935,CWE-22
2010-3144,CWE-264
2010-0285,CWE-255
2006-3792,CWE-134
2006-2981,CWE-89
2010-5042,CWE-79
2007-1257,CWE-287
2009-1622,CWE-89
2014-9569,CWE-79
2009-2636,CWE-79
2013-1258,CWE-264
2008-3170,CWE-79
2014-5756,CWE-310
2010-1418,CWE-79
2006-6877,CWE-22
2010-3443,CWE-20
2013-7184,CWE-119
2013-5761,NA
2006-5458,CWE-94
2009-0700,CWE-264
2007-0906,CWE-134
2008-6981,CWE-16
2007-6402,CWE-119
2015-2769,CWE-352
2003-0461,CWE-255
2001-0273,CWE-310
2009-3737,CWE-119
2014-3593,CWE-17
2015-3789,CWE-119
2007-3761,CWE-79
2008-0502,CWE-94
2015-1402,CWE-79
2012-0168,CWE-17
2013-7369,CWE-77
2007-4421,CWE-89
2004-0983,CWE-399
2011-1180,CWE-119
2014-5177,NA
2008-6491,CWE-94
2009-4800,CWE-22
1999-1094,CWE-119
2005-1680,CWE-77
2008-1971,CWE-264
2013-6325,CWE-399
2015-5540,CWE-119
2015-5257,CWE-16
2005-2499,CWE-17
2015-4815,NA
2005-2236,CWE-264
2006-1042,CWE-89
2006-2787,CWE-17
2015-2471,CWE-310
2015-4315,CWE-287
2009-0996,NA
2016-0409,NA
2014-2597,CWE-134
2007-3880,CWE-264
2006-4457,CWE-94
2002-1436,CWE-134
2006-5243,CWE-94
2012-4363,CWE-17
2013-1343,CWE-264
2005-1971,CWE-22
2005-4756,CWE-264
2007-0046,CWE-17
2008-1103,CWE-17
2010-1303,CWE-79
2001-0965,CWE-20
1999-1020,CWE-200
2010-4465,NA
2006-2222,CWE-20
2015-1494,CWE-119
2015-3974,CWE-255
2007-0021,CWE-134
2015-3129,CWE-119
2015-1219,CWE-17
2011-2530,CWE-134
2005-2094,CWE-399
2007-4020,CWE-79
2005-1855,CWE-200
2014-4388,CWE-17
2006-4458,CWE-22
2004-0208,CWE-264
2000-0013,CWE-264
2007-3734,CWE-17
2010-1864,CWE-17
2015-8447,CWE-119
2012-1657,CWE-79
2011-4853,CWE-79
2014-0850,CWE-79
2013-4719,CWE-89
2004-0430,CWE-119
2014-7191,CWE-20
2015-2370,CWE-264
2012-1852,CWE-119
2012-2356,CWE-264
2013-2379,NA
2007-4838,CWE-119
2009-5010,CWE-20
2008-1840,CWE-77
2006-0206,CWE-89
2007-6198,CWE-200
2013-3082,CWE-79
2011-0436,CWE-200
2007-6562,CWE-134
2013-7401,CWE-399
2009-0557,CWE-119
2014-7722,CWE-310
2015-4258,CWE-352
2011-4818,CWE-79
2013-0598,CWE-352
2006-6093,CWE-94
2011-1319,CWE-399
1999-0244,CWE-264
2012-6434,CWE-352
2015-4197,CWE-20
2014-3274,CWE-310
2006-5152,CWE-79
2013-4795,CWE-79
2000-0589,CWE-200
2004-1020,CWE-16
2006-3790,CWE-20
2007-2639,CWE-22
2011-1778,CWE-119
2005-2782,CWE-119
2005-4887,CWE-255
2010-4572,CWE-79
2011-4161,CWE-287
2003-0525,CWE-399
2009-4659,CWE-119
2012-1716,NA
2009-3533,NA
2012-1013,CWE-20
2015-0869,CWE-134
2005-1312,CWE-94
2015-2838,CWE-352
2015-3663,CWE-119
2008-1732,CWE-89
2015-2576,NA
2014-4555,CWE-79
2013-1037,CWE-119
2015-6820,CWE-17
2012-5140,CWE-17
2005-3532,CWE-255
2013-3201,CWE-119
2010-4801,CWE-22
2016-2047,CWE-310
2015-2648,NA
2008-6388,CWE-200
2014-4035,CWE-79
2008-1641,CWE-89
2015-7284,CWE-352
2015-2864,CWE-255
2001-0433,CWE-134
2008-5144,CWE-264
2012-2423,CWE-200
2009-4620,CWE-89
2005-3297,CWE-119
2003-0147,CWE-255
2008-2455,CWE-89
2006-0772,CWE-89
2009-1894,CWE-264
2015-5840,CWE-119
2009-4950,CWE-89
2009-3978,CWE-119
2014-1696,CWE-255
2013-6829,CWE-77
2008-6798,CWE-89
2009-3896,CWE-399
2004-2705,CWE-20
2012-3047,CWE-79
2014-4236,NA
2007-6538,CWE-89
2013-1111,CWE-287
2008-6067,NA
2008-3043,CWE-94
2007-4825,CWE-22
2003-1553,CWE-200
1999-0234,CWE-77
2006-4006,CWE-20
2002-1439,CWE-255
2013-1926,CWE-79
2004-0029,CWE-200
2001-0100,CWE-77
2013-7100,CWE-20
2013-1545,NA
2014-4075,CWE-79
2014-6635,CWE-79
2015-5800,CWE-119
1999-1592,NA
2006-2503,CWE-89
2014-2925,CWE-79
2011-4584,CWE-264
2013-5790,NA
2012-2690,CWE-264
2009-5017,CWE-79
1999-0836,CWE-264
2002-0896,CWE-255
2006-0452,CWE-20
2013-6869,CWE-89
2008-0207,CWE-79
2013-2503,CWE-310
2004-0107,CWE-264
2009-4606,CWE-134
2005-1122,CWE-134
2012-3838,CWE-200
2015-3202,CWE-264
2010-2720,NA
2014-0174,CWE-310
2014-0809,CWE-22
2007-2232,CWE-77
2001-0715,CWE-200
2010-0007,CWE-17
2009-3016,CWE-79
2008-6282,CWE-89
2006-4918,CWE-94
2010-5076,CWE-310
2007-3470,CWE-20
2008-6747,CWE-264
2007-2359,CWE-264
2015-5785,CWE-119
2013-7402,CWE-20
2014-2879,CWE-79
2006-3819,CWE-77
2008-2840,CWE-22
2002-1610,CWE-17
2009-3763,NA
2006-0456,CWE-17
2008-6139,CWE-22
2014-0623,CWE-79
2006-0233,CWE-79
2002-1864,CWE-22
2007-0441,CWE-255
2011-3529,NA
2014-5419,CWE-255
2002-0267,CWE-255
2015-4414,CWE-22
2010-1251,CWE-119
2006-1526,CWE-16
2011-4083,CWE-200
2007-0363,CWE-79
2000-0218,CWE-264
2006-5128,CWE-89
2012-1035,CWE-399
2008-3174,CWE-17
2007-6139,CWE-94
1999-0370,CWE-22
2014-4947,CWE-255
2014-7048,CWE-310
2007-2898,CWE-89
2012-4203,CWE-17
2004-1153,CWE-119
2013-5381,CWE-255
2007-5844,CWE-22
2010-2850,CWE-22
2005-3988,CWE-89
1999-1466,CWE-287
2014-4762,CWE-79
2001-1152,CWE-77
2009-0457,CWE-22
2015-1759,CWE-119
1999-0847,CWE-119
2002-1449,CWE-200
2006-7065,CWE-20
2015-2751,CWE-20
2009-1704,CWE-79
2012-1873,CWE-79
2011-1160,CWE-17
1999-1166,CWE-17
2002-1095,CWE-20
2005-3676,CWE-89
2012-5509,CWE-200
2009-2297,CWE-16
2005-2899,CWE-79
2008-4696,CWE-79
2013-7224,CWE-200
2007-5634,CWE-17
2014-3634,CWE-119
2002-1320,CWE-20
2014-7127,CWE-310
2010-3965,CWE-264
2009-4748,CWE-89
2007-3213,CWE-79
2006-1935,CWE-134
2014-5902,CWE-310
2007-0582,CWE-89
2013-5912,CWE-94
2007-4297,CWE-79
2007-1938,CWE-17
2005-0061,CWE-264
2012-4181,CWE-17
2015-7203,CWE-119
2008-1563,CWE-20
2006-4901,CWE-77
2002-2377,CWE-79
2013-0833,CWE-17
2004-0474,CWE-16
2008-1454,CWE-310
2007-4050,CWE-255
2009-4756,CWE-119
2000-0310,CWE-20
2009-2620,CWE-20
2000-0032,CWE-264
2002-0839,CWE-264
2011-4053,CWE-264
2011-3074,CWE-17
2010-2078,CWE-22
2011-2547,CWE-287
2006-3142,CWE-89
2009-2213,CWE-287
2007-4873,CWE-200
2008-4147,CWE-79
2003-1428,CWE-264
2006-1713,CWE-79
2007-1304,CWE-89
2008-0994,CWE-255
2012-2654,CWE-310
2010-2303,NA
1999-0926,CWE-399
2009-1699,CWE-79
2002-1071,CWE-20
2001-1460,CWE-89
2011-0550,CWE-79
2010-3741,CWE-255
2009-3362,CWE-94
2014-7134,CWE-310
2007-5927,CWE-22
2004-2265,CWE-264
1999-0777,CWE-200
2000-0113,CWE-20
2008-6141,CWE-20
2006-6373,CWE-200
2012-4825,CWE-79
2011-3657,CWE-79
2003-0190,CWE-255
2009-2239,CWE-89
2014-0526,CWE-119
2014-7297,CWE-352
2004-1530,CWE-89
2014-0322,CWE-119
2006-7046,CWE-94
2015-1030,CWE-20
2008-0474,CWE-79
2014-6862,CWE-310
2014-2089,CWE-119
2003-1423,CWE-200
2006-6980,CWE-17
2013-6331,CWE-89
2009-1905,CWE-287
2011-2115,CWE-119
2015-8821,CWE-119
2011-5094,CWE-16
2004-2104,CWE-200
2012-2359,CWE-264
2011-3634,CWE-310
2009-3566,CWE-352
2004-0831,CWE-264
2000-1236,CWE-89
2011-3515,NA
1999-0278,CWE-200
2014-8748,CWE-79
2005-0527,CWE-79
2008-5201,CWE-22
2006-6949,CWE-200
2008-5688,CWE-200
2005-0323,CWE-79
2008-5339,CWE-17
2001-0974,CWE-134
2000-0906,CWE-22
2015-1359,CWE-17
2014-2251,CWE-255
2013-2155,CWE-310
2013-2408,NA
2013-0682,CWE-134
2009-1880,CWE-79
2008-6428,CWE-79
2003-0101,CWE-77
2012-0452,CWE-17
2004-1494,CWE-134
2009-2032,CWE-79
2013-3136,CWE-264
2012-3392,CWE-264
2015-7727,CWE-17
1999-0468,CWE-22
2014-3133,CWE-17
2012-4257,CWE-200
2008-1429,CWE-20
2002-1517,CWE-264
2008-4269,CWE-264
2008-4706,CWE-89
2011-5024,CWE-79
2015-5266,CWE-264
2001-0611,CWE-264
2015-5295,CWE-399
2010-2309,CWE-134
2009-0234,CWE-310
2014-7106,CWE-310
2014-7327,CWE-310
2006-5196,CWE-134
2015-6718,CWE-119
2007-4471,CWE-94
2014-2064,CWE-255
2009-0661,CWE-134
2014-4619,CWE-255
2007-1018,CWE-94
2013-4322,CWE-16
2004-1506,CWE-79
2009-2341,CWE-89
2010-3109,CWE-119
2008-0545,CWE-22
2008-3950,CWE-17
2014-5459,CWE-264
2014-9142,CWE-79
2014-4547,CWE-79
2013-6432,CWE-17
2015-5406,CWE-255
2014-0497,CWE-119
2015-5235,CWE-79
2009-5056,CWE-264
2008-1809,CWE-134
2004-1088,CWE-310
2011-1215,CWE-119
2006-4462,CWE-264
2013-4238,CWE-310
2004-2439,CWE-287
2013-1705,CWE-134
2004-0234,CWE-119
2013-1645,CWE-22
2002-1101,CWE-20
2005-0529,CWE-119
2009-2379,CWE-22
2008-3226,CWE-17
2003-1059,CWE-264
2013-0783,CWE-17
2012-3419,CWE-287
2014-0577,CWE-119
2007-4314,CWE-22
2014-7519,CWE-310
2005-3228,CWE-77
2014-9449,CWE-119
2006-1625,CWE-79
2006-4666,CWE-94
2007-6567,CWE-22
2011-3255,CWE-200
2004-1343,CWE-20
2011-3737,CWE-200
2003-0494,CWE-264
2011-4398,NA
2012-1989,CWE-264
2012-2943,CWE-79
2006-2445,CWE-17
2005-1728,CWE-200
2008-6182,CWE-89
2008-1167,CWE-119
2009-5116,CWE-264
2014-7000,CWE-310
2002-1209,CWE-22
2015-5944,CWE-119
2001-0051,CWE-200
2015-2854,CWE-310
2005-1974,CWE-17
2003-0771,CWE-94
2007-1952,CWE-352
2000-0581,CWE-20
2012-6063,CWE-17
2005-2791,CWE-20
2008-0774,CWE-79
2007-1155,CWE-16
2008-0634,CWE-119
2008-2585,NA
2013-7241,CWE-79
2015-3942,CWE-79
2002-2279,CWE-264
2008-1442,CWE-119
2010-0032,CWE-119
2002-0973,CWE-17
2010-3798,CWE-119
2002-1873,CWE-20
2013-3346,CWE-119
2012-1677,NA
2009-5011,CWE-20
2016-0589,NA
2012-0121,CWE-255
2008-2674,CWE-22
2010-0312,CWE-20
2011-3533,NA
2014-6713,CWE-310
2007-0399,CWE-79
2003-1525,CWE-94
2007-4336,CWE-119
2013-4296,CWE-20
2006-0672,CWE-255
2009-2519,CWE-119
1999-1569,CWE-20
2006-5475,CWE-79
2013-7317,CWE-79
2015-7488,CWE-255
2013-1185,CWE-287
2006-6080,CWE-89
2013-5937,CWE-352
2014-8520,CWE-255
2005-2436,CWE-200
2007-2853,CWE-77
2005-2270,CWE-17
2013-0925,CWE-79
2011-1504,CWE-79
2006-3880,CWE-16
2002-0861,CWE-79
2006-6867,CWE-94
2008-1986,CWE-79
2011-3738,CWE-200
2008-2025,CWE-79
2006-0173,CWE-17
2008-2009,CWE-17
2015-0860,CWE-119
2006-5702,CWE-200
2015-7337,CWE-119
2007-3408,CWE-17
2012-0249,CWE-119
2010-3701,CWE-20
2013-6496,CWE-264
2010-2308,CWE-264
2009-1692,CWE-17
2012-0530,NA
2015-4355,CWE-352
2006-3632,CWE-134
2011-4602,CWE-20
2004-2339,CWE-16
2014-0933,CWE-352
2004-1330,CWE-119
2012-6459,CWE-255
2010-5309,CWE-255
2004-2356,CWE-20
2005-3802,CWE-287
2006-1366,CWE-134
2004-2161,CWE-89
2004-0392,CWE-20
2007-3417,CWE-79
2010-4679,CWE-20
2009-0276,CWE-79
2002-0157,CWE-264
2008-5547,CWE-77
2010-0718,CWE-119
2006-6716,CWE-89
2007-3288,CWE-79
2006-0422,CWE-17
2001-1015,CWE-264
2013-1903,CWE-264
2009-3857,CWE-399
2013-2122,CWE-264
2007-1068,CWE-287
2009-1875,CWE-79
2016-0571,NA
2010-2029,CWE-264
2012-5622,CWE-352
2007-0829,CWE-264
2010-3192,CWE-17
2011-3048,CWE-119
1999-0776,CWE-22
2015-2521,CWE-119
2013-4132,CWE-255
2014-2665,CWE-255
2001-1273,CWE-17
2016-0463,NA
2005-1729,CWE-20
2009-2421,CWE-17
2015-1476,CWE-89
2011-4448,CWE-89
2008-3998,NA
2013-2271,CWE-287
2010-4711,CWE-134
2013-0846,CWE-17
2015-5882,CWE-17
2008-2739,CWE-20
2013-4172,CWE-17
2001-1278,CWE-17
2005-1676,CWE-79
2002-0031,CWE-134
2012-3950,CWE-20
2015-2406,CWE-119
2002-0568,CWE-200
2011-4500,CWE-287
2007-1743,CWE-16
2003-1473,CWE-264
2011-3084,CWE-79
2008-4184,CWE-79
2014-5829,CWE-310
2001-0072,CWE-310
2006-6785,CWE-264
2011-4075,CWE-77
2006-6438,CWE-200
2007-5411,CWE-79
2005-0850,CWE-20
2004-1864,CWE-89
2005-4254,CWE-89
2010-1116,CWE-200
2007-3488,CWE-119
2000-0242,CWE-77
2006-2614,CWE-200
2014-5714,CWE-310
2004-0786,CWE-20
2010-1279,CWE-119
2014-9587,CWE-352
2005-4304,CWE-16
2007-3176,CWE-255
2008-3307,CWE-89
2010-3148,CWE-264
2009-2442,CWE-79
2006-5577,CWE-200
2015-4854,NA
2010-0085,NA
2015-4751,NA
2015-5503,CWE-79
2002-1371,CWE-20
2010-2842,CWE-287
2007-3620,CWE-22
2009-4431,CWE-94
2014-4473,CWE-119
2011-2308,NA
2011-0841,NA
2013-0607,CWE-119
2013-2898,CWE-17
2014-1943,CWE-399
2016-0552,NA
2016-0003,CWE-119
2004-0229,CWE-17
2007-3824,CWE-89
2001-1221,CWE-287
2014-5339,CWE-17
2004-1985,CWE-79
2014-9099,CWE-352
2013-0277,CWE-17
2000-0306,CWE-264
2009-2009,CWE-79
2005-3116,CWE-119
2002-2103,CWE-77
2011-3384,CWE-79
2015-0197,CWE-264
2014-5695,CWE-310
1999-0114,CWE-264
2005-1236,CWE-89
2015-5512,CWE-77
2010-3118,CWE-255
2006-5261,CWE-94
2013-7149,CWE-89
2016-0738,CWE-399
2009-0600,CWE-119
2006-6774,CWE-94
2002-1910,CWE-200
2011-2179,CWE-79
2010-1436,CWE-17
2015-2194,CWE-94
2005-4802,CWE-16
2006-4531,CWE-94
2008-3584,CWE-20
2015-5996,CWE-352
2005-3730,CWE-79
2005-2552,CWE-255
2011-3221,CWE-119
2007-1959,CWE-17
2009-0323,NA
2002-1290,CWE-17
2005-4843,CWE-399
2014-1640,CWE-264
2006-6525,CWE-89
2011-1548,CWE-264
2012-1785,CWE-89
2010-4542,CWE-119
1999-1234,CWE-20
2003-1031,CWE-79
2006-2045,CWE-200
2014-0487,CWE-264
2008-2241,CWE-94
2011-3561,NA
2010-4435,NA
2013-0030,CWE-119
2003-0931,CWE-20
2006-4302,CWE-17
2010-0494,CWE-79
2015-1738,CWE-119
2015-6101,CWE-264
2013-3832,NA
2008-1372,CWE-20
2005-4444,CWE-119
2007-6008,CWE-119
2015-1347,CWE-79
2009-3287,CWE-310
2006-1236,CWE-119
2010-3549,NA
2011-3757,CWE-200
2013-4811,CWE-287
2008-3882,CWE-16
2008-6291,CWE-264
2007-6194,CWE-255
2000-0112,CWE-264
2013-6458,CWE-17
2007-5131,CWE-16
2012-4853,CWE-352
2003-0198,CWE-264
2015-7091,CWE-119
2010-4851,CWE-89
2008-4708,CWE-264
2009-3703,CWE-89
2004-1978,CWE-79
2013-2404,NA
2009-3494,CWE-89
2009-3783,CWE-79
2005-1340,CWE-310
2006-5916,CWE-77
2008-5549,CWE-17
2002-2099,CWE-16
2014-7368,CWE-310
2009-3089,NA
2004-1160,CWE-79
2011-3369,CWE-20
2009-5110,CWE-399
2014-7446,CWE-310
2015-4295,CWE-287
2014-7423,CWE-310
2011-1406,CWE-310
2012-5065,NA
2002-0768,CWE-264
2010-1962,CWE-255
2014-2798,CWE-119
2002-1535,CWE-310
2007-0016,CWE-119
2015-0447,NA
2002-0663,CWE-134
2006-1309,CWE-119
2013-4214,CWE-264
2006-1869,NA
2006-3879,CWE-119
2001-0988,CWE-200
2008-0739,CWE-89
2010-2379,NA
2005-0295,CWE-264
2011-2217,CWE-17
2015-1431,CWE-79
2012-3134,NA
2003-0468,CWE-310
2006-4278,CWE-94
2013-1737,CWE-79
2006-0764,CWE-287
2015-1684,CWE-79
2011-4097,CWE-17
2005-2485,CWE-79
2009-3259,CWE-89
2015-0175,CWE-17
2012-2649,CWE-17
2007-5716,CWE-17
2012-4586,CWE-287
2006-3269,CWE-94
2003-0650,CWE-22
2000-0066,CWE-200
2002-1402,CWE-134
1999-0934,CWE-22
2011-0879,NA
2013-7242,CWE-89
2006-3358,CWE-79
2015-5118,CWE-119
2003-1083,CWE-119
2008-2845,CWE-89
2012-5507,CWE-255
2010-4430,NA
2008-1618,CWE-20
2005-4070,NA
2009-2367,CWE-255
2012-1996,CWE-255
2008-6859,CWE-264
2014-5957,CWE-310
2011-1257,CWE-17
2002-2150,CWE-20
2013-3238,CWE-77
2012-4255,CWE-200
2011-3713,CWE-200
2008-4627,CWE-89
2000-0026,CWE-264
2006-0307,CWE-20
2001-0658,CWE-79
2014-6941,CWE-310
2008-6040,CWE-89
2006-6755,CWE-200
2006-2397,CWE-79
2005-4868,CWE-264
2015-6974,CWE-119
2007-4201,CWE-399
2004-2429,CWE-119
2013-0968,CWE-119
2001-1294,CWE-134
2014-3959,CWE-79
1999-0808,CWE-134
2009-2076,CWE-79
1999-1106,CWE-264
2007-6232,CWE-79
2011-1795,CWE-17
2012-2321,CWE-89
2011-0003,CWE-352
2012-0092,NA
2002-1120,CWE-134
2013-2307,CWE-79
2012-0439,CWE-119
2014-7592,CWE-310
2012-5794,CWE-310
2004-0548,CWE-119
2006-2094,CWE-79
2005-0840,NA
2013-3289,NA
2015-4000,CWE-310
2012-3676,CWE-119
2015-2366,CWE-264
2014-1204,CWE-89
2013-1862,CWE-77
2013-6034,CWE-287
2008-6438,CWE-89
2002-1174,CWE-134
2007-3252,CWE-200
2011-4324,CWE-17
2012-4294,CWE-119
2009-4137,CWE-77
2008-4637,CWE-16
2013-4022,CWE-287
2011-1978,CWE-17
2013-0176,CWE-20
2010-2855,CWE-89
2013-4314,CWE-310
2014-0006,CWE-17
2010-3698,CWE-17
2014-2537,CWE-17
2011-1896,CWE-79
2004-0693,CWE-17
2000-0734,CWE-20
2006-4655,CWE-264
2013-0896,CWE-17
2003-0963,CWE-134
2016-0487,NA
2000-0798,CWE-264
2015-8072,CWE-119
2011-5214,CWE-89
2014-7393,CWE-310
2007-6659,CWE-79
2001-1138,CWE-22
2000-0055,CWE-264
2011-3976,CWE-119
2006-5417,CWE-134
2015-2650,NA
2007-1398,CWE-20
2013-3745,NA
2013-1535,NA
2008-3383,CWE-89
2010-2131,CWE-89
2009-3304,CWE-200
2011-4504,CWE-287
2001-1079,CWE-264
2015-2155,CWE-134
2015-5766,CWE-22
2009-2395,CWE-89
2009-2948,CWE-264
2005-1076,CWE-79
2005-3628,CWE-119
2014-4124,CWE-264
2005-4584,CWE-399
2009-2440,CWE-79
2008-2891,CWE-89
2014-3024,CWE-352
2004-0656,CWE-20
2006-1677,CWE-200
2011-2148,CWE-89
2007-6031,NA
2009-4920,CWE-20
2009-1574,CWE-20
2013-5209,CWE-17
2014-1718,CWE-17
2010-0375,CWE-89
2009-0651,CWE-255
2007-3928,NA
2003-1161,CWE-17
2010-5167,CWE-16
2012-1439,CWE-16
2014-2336,CWE-79
2013-4996,CWE-79
2006-3830,CWE-94
2003-1350,CWE-77
2013-6000,CWE-22
2011-4777,CWE-79
2006-3562,CWE-94
2006-6018,CWE-94
2009-0861,CWE-79
2008-0396,CWE-22
2007-4428,CWE-16
2012-1787,CWE-79
2015-2530,CWE-264
2006-1580,CWE-79
2007-2233,CWE-77
2013-5570,CWE-79
2006-0703,CWE-79
2015-4310,CWE-79
2015-6945,CWE-79
2010-1796,CWE-79
2008-4328,CWE-89
2010-5071,CWE-79
2013-6993,CWE-79
2008-0010,CWE-17
2002-0617,CWE-119
2015-2975,CWE-255
2004-1426,CWE-22
2016-1635,CWE-17
2010-2481,CWE-119
2008-5086,CWE-264
2006-0535,CWE-16
2004-1165,CWE-77
2006-4109,CWE-79
2004-1063,CWE-16
2006-6119,CWE-200
2014-7715,CWE-310
2015-2850,CWE-79
